site,transect,designated.window,actual.window,plant,ID,year_t,max.ht_t,max.w_t,perp.w_t,max.ht.dead,max.w.dea,perp.w.dead,flowers_t,fruits_t,reproductive_fraction_t,node.galls_t,stem.galls_t,bagworms_t,notes_t,year_t1,new.plant_t1,seedling_t1,newplant.meter,survival_t1,max.ht_t1,max.w_t1,perp.w_t1,flowers_t1,fruits_t1,reproductive_fraction,notes_t1
FPS,3,150,160,3s,,,,,,,,,,,,,,,,2015,1,1,164.3,,5.5,8,3.5,0,0,1,maybe a 2015 recruit
FPS,3,150,150,4s,,,,,,,,,,,,,,,,2015,1,1,151.5,,4.5,2.5,1,0,0,1,2015 recruit 
PDC,2,50,85,1s1,,,,,,,,,,,,,,,,2015,1,1,85.9,,3,2,1,0,0,1,no data on if it is a new 2015 recruit
PDC,2,50,85,1s2,,,,,,,,,,,,,,,,2015,1,1,86.1,,3.5,5,3,0,0,1,no data on if it is a new 2015 recruit
MOD,1,100,105,1s1,,,,,,,,,,,,,,,,2015,1,1,107.2,,5.5,9,6.5,0,0,1,no data on if it is a new 2015 recruit
FPS,3,100,145,2s,,,,,,,,,,,,,,,,2015,1,0,147.5,,4,4,4,0,0,1,not a new recruit; woody at base; maybe 1 years old 
FPS,1,0,0,1,,2015,56,68,44,,,,3,4,1,,,,,2016,0,,,1,58,69,51,5,103,1,one weevil
FPS,1,0,0,2,,2015,92,162,127,,,,49,61,1,,,,,2016,0,,,1,94,185,143,85,263,0.5,
FPS,1,0,,3,,2015,16,26,17,,,,0,0,1,,,,outside window ,2016,0,,,1,16,29,24,0,0,1,
FPS,1,0,0,4,,2015,52,48,34,,,,0,0,1,,,,,2016,0,,,1,59,77,53,28,68,1,
FPS,1,0,,5,,2015,,,,,,,,,,,,,no data collected,2016,0,,,1,68,94,72,16,354,1,"easily found, not sure what happened in 2015"
FPS,1,0,0,6,,2015,47,44,33,,,,11,2,1,,,,,2016,0,,,1,48,48,28,9,47,1,
FPS,1,0,,7,,2015,67,87,85,,,,4,0,1,,,,outside window ,2016,0,,,1,68,90,87,10,107,1,
FPS,1,0,0,8,,2015,56,80,65,,,,2,0,1,,,,,2016,0,,,1,56,91,75,12,160,1,
FPS,1,0,,9,,2015,84,56,42,,,,3,0,1,,,,outside window ,2016,0,,,1,78,60,52,11,176,1,
FPS,1,0,0,10,,2015,58,55,38,,,,0,0,1,,,,,2016,0,,,1,64,61,42,19,202,1,
FPS,1,50,50,1,,2015,127,208,145,,,,166,287,1,,,,,2016,0,,,1,130,235,161,112,220,0.125,
FPS,1,50,50,2,,2015,26,53,50,,,,0,0,1,,,,,2016,0,,,1,31,54,44,0,0,1,
FPS,1,50,,3,,2015,87,118,93,,,,19,14,1,,,,outside window ,2016,0,,,1,94,134,104,10,99,0.5,
FPS,1,50,55,4,,2015,56,78,69,,,,0,0,1,,,,closer to 60,2016,0,,,1,70,84,79,108,188,0.5,
FPS,1,50,,6,,2015,6,12,9,,,,0,0,1,,,,"Likely not a new recruit, but odd that it would have been missed last year. ",2016,0,,,1,10,18,14,0,0,1,
FPS,1,100,,1,,2015,92,141,128,,,,332,162,1,,,,outside window ,2016,0,,,1,98,144,141,220,158,0.25,
FPS,1,100,105,2,,2015,132,145,129,,,,147,8,1,,,,,2016,0,,,1,142,143,132,104,112,0.25,
FPS,1,100,,3,,2015,144,172,122,,,,102,12,1,,,,"outside window; odd dimensions, hard to measure ",2016,0,,,1,128,139,130,140,203,0.25,
FPS,1,100,130,4,,2015,10,12,7,,,,0,0,1,,,,,2016,0,,,1,8,8,6,0,0,,
FPS,1,150,145,1,,2015,83,184,114,,,,24,29,1,,,,,2016,0,,,1,89,182,140,75,178,0.125,
FPS,1,150,150,2,,2015,105,138,136,,,,121,50,1,,,,,2016,0,,,1,107,152,144,155,392,0.125,
FPS,1,150,,3,,2015,46,44,38,,,,0,0,1,,,,outside window,2016,0,,,1,51,49,37,2,12,1,
FPS,1,150,,4,,2015,92,141,129,,,,14,2,1,,,,outside window,2016,0,,,1,85,148,143,145,224,0.125,
FPS,1,200,,1,,2015,50,92,78,,,,7,0,1,,,,outside window,2016,0,,,1,62,110,104,125,137,0.125,
FPS,1,200,,2,,2015,80,140,132,,,,21,0,1,,,,outside window,2016,0,,,1,85,151,134,171,177,0.125,
FPS,1,200,,3,,2015,84,131,121,,,,84,13,1,,,,outside window,2016,0,,,1,95,142,136,126,225,0.125,
FPS,1,200,200,4,,2015,90,130,117,,,,9,8,1,,,,,2016,0,,,1,92,110,108,145,322,1,
FPS,1,300,305,1,,2015,122,230,228,,,,8,8,1,,,,,2016,0,,,1,112,246,234,154,124,0.125,"couldn't find tag, confident in plant, retagged"
FPS,1,300,305,2,,2015,44,51,48,,,,0,0,1,,,,,2016,0,,,1,49,66,58,44,118,0.5,
FPS,1,300,,3,,2015,67,108,91,,,,0,0,1,,,,outside window,2016,0,,,1,75,120,112,127,79,0.25,
FPS,1,300,335,8s,,2015,3,5,3,,,,0,0,1,,,,,2016,0,,,1,2,2,2,0,0,1,
FPS,1,300,350,1,,2015,113,190,162,,,,1,2,1,,,,,2016,0,,,1,116,189,161,235,162,0.125,
FPS,1,400,,1,,2015,106,174,153,,,,0,2,1,,,,"according to 2014, outside window",2016,0,,,1,106,185,178,152,28,0.125,
FPS,1,400,,2,,2015,85,151,138,,,,5,3,1,,,,"according to 2014, outside window",2016,0,,,1,91,148,140,214,19,,
FPS,1,400,,3,,2015,72,152,151,,,,4,2,1,,,,"according to 2014, outside window",2016,0,,,1,77,175,122,198,122,0.125,
FPS,1,400,,4,,2015,104,162,168,,,,0,0,1,,,,"according to 2014, outside window",2016,0,,,1,105,181,178,124,53,0.125,
FPS,1,110,,1s,,2015,6,10,8,,,,0,0,1,,,,,2016,0,,,1,9,9,7,0,0,1,
FPS,1,100,,2s,,2015,8,10,9,,,,0,0,1,,,,,2016,0,,,1,9,14,8,0,0,1,
FPS,1,165,,3s,,2015,7.5,10,9,,,,0,0,1,,,,,2016,0,,,1,11,13,12,0,0,1,
FPS,1,210,,4s,,2015,3,2,2,,,,0,0,1,,,,,2016,0,,,0,,,,,,,
FPS,2,0,0,1,,2015,45,52,43,,,,0,0,1,,,,,2016,0,,,1,52,63,49,0,7,1,
FPS,2,0,0,2,,2015,35,42,33,,,,0,0,1,,,,,2016,0,,,1,42,47,35,0,0,1,
FPS,2,0,,3,,2015,39,102,79,,,,0,1,1,,,,outside window,2016,0,,,1,42,103,79,79,205,0.5,
FPS,2,0,0,4,,2015,52,68,54,,,,0,2,1,,,,,2016,0,,,1,64,69,69,0,6,1,
FPS,2,0,0,5,,2015,48,82,74,,,,2,0,1,,,,,2016,0,,,1,81,103,73,2,50,1,
FPS,2,0,0,6,,2015,24,47,40,,,,0,0,1,,,,,2016,0,,,1,29,48,39,0,0,1,
FPS,2,0,0,7,,2015,50,77,75,,,,0,0,1,,,,,2016,0,,,1,43,83,69,44,127,1,
FPS,2,0,,8,,2015,48,52,46,,,,0,2,1,,,,outside window,2016,0,,,1,43,56,51,0,0,1,
FPS,2,0,0,9,,2015,25,37,38,,,,0,0,1,,,,,2016,0,,,1,25,40,40,0,0,1,gray weevil mating pair
FPS,2,0,0,10,,2015,62,109,91,,,,43,0,1,,,,,2016,0,,,1,49,116,108,40,129,0.5,
FPS,2,50,50,1,,2015,68,109,73,,,,9,4,1,,,,,2016,0,,,1,69,122,101,112,155,0.25,
FPS,2,50,50,2,,2015,62,64,58,,,,0,0,1,,,,,2016,0,,,1,67,76,72,49,114,0.5,
FPS,2,50,,3,,2015,59,70,59,,,,0,0,1,,,,outside window,2016,0,,,1,59,75,64,79,192,1,
FPS,2,50,50,4,,2015,48,87,86,,,,0,0,1,,,,,2016,0,,,1,56,111,105,36,17,1,
FPS,2,50,,5,,2015,41,62,58,,,,,,,,,,no data collected for flowers and fruits,2016,0,,,1,51,68,64,32,25,1,
FPS,2,50,50,6,,2015,36,84,79,,,,0,0,1,,,,,2016,0,,,1,52,91,83,7,5,1,
FPS,2,50,,7,,2015,45,77,55,,,,0,0,1,,,,outside window,2016,0,,,1,45,82,79,22,119,1,
FPS,2,50,,8,,2015,51,72,67,,,,0,0,1,,,,outside window,2016,0,,,1,55,78,74,21,50,1,
FPS,2,50,50,9,,2015,50,77,72,,,,0,1,1,,,,,2016,0,,,1,57,87,75,19,154,0.5,
FPS,2,50,55,10,,2015,62,87,87,,,,0,0,1,,,,,2016,0,,,1,65,100,98,29,191,0.5,
FPS,2,100,100,1,,2015,86,146,130,,,,194,84,1,,,,,2016,0,,,1,96,178,129,73,170,0.25,
FPS,2,100,100,2,,2015,79,131,92,,,,48,0,1,,,,,2016,0,,,1,71,111,104,57,15,0.25,
FPS,2,100,,3,,2015,115,141,136,,,,144,146,1,,,,outside window,2016,0,,,1,103,155,139,89,74,0.25,
FPS,2,100,100,4,,2015,93,87,53,,,,70,73,1,,,,,2016,0,,,1,99,101,71,129,159,0.5,
FPS,2,100,100,5,,2015,34,46,16,,,,3,0,1,,,,,2016,0,,,1,31,59,21,2,13,1,
FPS,2,100,100,6,,2015,60,47,45,,,,3,2,1,,,,,2016,0,,,1,62,45,32,17,51,1,
FPS,2,100,100,7,,2015,98,97,76,,,,118,17,1,,,,,2016,0,,,1,107,112,102,158,284,0.25,
FPS,2,100,100,8,,2015,126,184,98,,,,134,33,1,,,,,2016,0,,,1,113,140,108,51,111,0.125,
FPS,2,100,100,9,,2015,113,165,152,,,,57,2,1,,,,,2016,0,,,1,112,175,157,81,132,0.125,
FPS,2,100,105,10,,2015,102,188,160,,,,224,89,0.5,,,,,2016,0,,,1,104,147,141,104,166,0.125,
FPS,2,150,150,1,,2015,150,177,131,,,,73,13,1,,,,,2016,0,,,1,110,203,153,92,302,0.125,
FPS,2,150,150,2,,2015,55,100,96,,,,54,50,1,,,,,2016,0,,,1,52,122,107,47,112,0.125,
FPS,2,150,150,3,,2015,67,78,68,,,,0,0,1,,,,,2016,0,,,1,66,100,84,78,106,0.25,
FPS,2,150,150,4,,2015,44,52,31,,,,0,0,1,,,,,2016,0,,,1,48,89,45,96,153,0.5,
FPS,2,150,150,5,,2015,97,98,84,,,,178,18,1,,,,,2016,0,,,1,99,104,94,70,89,0.125,
FPS,2,150,150,6,,2015,63,54,31,,,,83,5,1,,,,closer to 155,2016,0,,,1,62,28,17,39,79,1,inferred plant based on gps and previous years data. Replaced tags. Plant dying back
FPS,2,150,155,7,,2015,83,103,51,,,,44,26,1,,,,right next to plant 6 ,2016,0,,,1,84,103,51,54,55,0.5,inferred plant based on gps and previous years data. Replaced tags
FPS,2,150,,8,,2015,70,78,75,,,,32,40,1,,,,outside window,2016,0,,,1,71,100,70,135,218,0.5,
FPS,2,150,,9,,2015,76,121,107,,,,75,111,1,,,,outside window,2016,0,,,1,84,154,128,177,179,0.125,
FPS,2,150,155,10,,2015,61,66,63,,,,4,0,1,,,,"closer to 155m, next to 6 and 7",2016,0,,,1,57,57,32,37,128,0.5,broken or died back. Inferred plant from gps and size. Replaced tag
FPS,2,150,,11,,2015,41,49,49,,,,0,0,1,,,,outside window; before 150 m,2016,0,,,1,31,51,40,0,1,1,
FPS,2,150,,12,,2015,34,40,32,,,,0,0,1,,,,outside window; before 150 m,2016,0,,,1,47,63,53,7,108,0.5,
FPS,2,150,,11b,,2015,5.5,9,5.5,,,,0,0,1,,,,"not 2015 recruit, in the demography window- possibly a new recruit; unsure",2016,0,,,1,10,17,12,0,0,1,
FPS,2,200,200,1,,2015,96,130,125,,,,0,0,1,,,,,2016,0,,,1,100,157,153,76,49,0.25,
FPS,2,200,,2,,2015,78,91,86,,,,0,0,1,,,,outside window,2016,0,,,1,79,122,103,59,78,0.25,
FPS,2,200,200,3,,2015,74,97,87,,,,2,0,1,,,,,2016,0,,,1,81,113,103,70,87,0.25,
FPS,2,200,,4,,2015,96,121,118,,,,0,0,1,,,,outside range ,2016,0,,,1,104,172,145,108,84,0.125,
FPS,2,200,200,5,,2015,120,144,138,,,,0,3,1,,,,,2016,0,,,1,113,171,139,101,116,0.125,
FPS,2,250,250,1,,2015,40,67,58,,,,0,0,1,,,,,2016,0,,,1,47,82,78,9,62,0.5,
FPS,2,250,,2,,2015,94,109,97,,,,0,1,1,,,,outside window,2016,0,,,1,92,119,102,82,111,0.25,
FPS,2,250,,3,,2015,74,162,143,,,,0,0,1,,,,outside window,2016,0,,,1,81,171,167,185,256,0.125,
FPS,2,250,,4,,2015,59,71,69,,,,0,0,1,,,,outside window,2016,0,,,1,62,88,82,77,188,0.5,
FPS,2,250,255,5,,2015,58,100,87,,,,0,0,1,,,,closer to 260 m,2016,0,,,1,54,104,97,10,11,1,
FPS,2,250,,6,,2015,55,116,110,,,,0,0,1,,,,outside window,2016,0,,,1,54,125,97,90,103,0.25,
FPS,2,250,255,7,,2015,46,94,91,,,,0,0,1,,,,,2016,0,,,1,62,117,108,52,90,0.5,
FPS,2,350,345,1,,2015,80.9,142,139,,,,0,0,1,,,,,2016,0,,,1,100,158,139,80,49,0.125,
FPS,2,350,,2,,2015,70,117,98,,,,0,4,1,,,,outside the window ,2016,0,,,1,69,133,121,68,68,0.25,weevil (1)
FPS,2,500,490,1,,2015,70,126,109,,,,0,0,1,,,,,2016,0,,,1,73,140,119,42,28,0.5,
FPS,3,0,0,1,,2015,73,111,100,,,,110,256,1,,,,,2016,0,,,1,77,121,110,12,164,0.25,
FPS,3,0,,2,,2015,57,117,91,,,,39,7,1,,,,outside window,2016,0,,,1,63,113,109,19,226,0.25,
FPS,3,0,,3,,2015,88,145,133,,,,135,145,1,,,,outside window,2016,0,,,1,86,155,139,19,285,0.25,
FPS,3,0,0,4,,2015,62,99,72,,,,16,7,1,,,,,2016,0,,,1,64,87,59,0,148,1,
FPS,3,0,0,5,,2015,61,106,71,,,,6,9,1,,,,,2016,0,,,1,56,108,72,31,197,1,
FPS,3,0,0,6,,2015,61,91,43,,,,12,28,1,,,,,2016,0,,,1,57,94,48,2,105,0.5,
FPS,3,0,,7,,2015,123,190,180,,,,108,71,1,,,,outside window,2016,0,,,1,123,168,160,7,74,0.25,
FPS,3,0,0,8,,2015,67,96,71,,,,3,4,1,,,,,2016,0,,,1,69,82,75,20,77,0.5,
FPS,3,0,0,9,,2015,87,88,42,,,,6,7,1,,,,,2016,0,,,1,85,96,44,7,165,1,
FPS,3,0,5,11,,2015,53,53,42,,,,8,0,1,,,,New plant added.,2016,0,,,1,59,61,51,40,293,1,
FPS,3,50,,1,,2015,66,103,36,,,,0,0,1,,,,outside range; next to 2 ,2016,0,,,1,62,78,40,20,95,1,
FPS,3,50,,2,,2015,38,37,28,,,,0,0,1,,,,outside window,2016,0,,,1,40,40,33,0,0,1,
FPS,3,50,,3,,2015,23,25,17,,,,0,0,1,,,,outside window; around 0-5,2016,0,,,1,27,27,10,0,2,1,
FPS,3,50,,4,,2015,18,23,14,,,,0,0,1,,,,outside window; around 0-5,2016,0,,,1,20,25,18,0,0,1,
FPS,3,50,,5,,2015,31,38,37,,,,0,0,1,,,,outside window; around 0-5 ,2016,0,,,1,35,43,36,8,16,1,
FPS,3,50,50,6,,2015,29,18,12,,,,0,0,1,,,,,2016,0,,,1,27,18,10,0,0,1,
FPS,3,50,50,7,,2015,28,34,32,,,,0,0,1,,,,,2016,0,,,1,36,42,32,0,1,1,
FPS,3,50,50,8,,2015,42,43,35,,,,0,0,1,,,,,2016,0,,,1,47,48,42,0,15,1,
FPS,3,50,50,9,,2015,33,45,27,,,,0,0,1,,,,,2016,0,,,1,42,50,30,1,1,1,
FPS,3,50,50,10,,2015,35,39,28,,,,0,0,1,,,,,2016,0,,,1,39,47,32,0,0,1,
FPS,3,100,,1,,2015,83,99,77,,,,0,0,1,,,,outside window; next to 0 m,2016,0,,,1,82,101,93,0,15,0.25,
FPS,3,100,,2,,2015,34,37,25,,,,0,0,1,,,,outside window; next to plant 4,2016,0,,,1,36,41,29,0,0,1,
FPS,3,100,,3,,2015,65,78,51,,,,0,0,1,,,,outside window,2016,0,,,1,62,69,51,12,72,0.5,
FPS,3,100,100,4,,2015,109,88,72,,,,0,0,1,,,,,2016,0,,,1,82,77,55,5,49,1,
FPS,3,100,100,5,,2015,20,19,5,,,,0,0,1,,,,,2016,0,,,1,21,21,9,0,0,1,
FPS,3,100,,6,,2015,33,46,38,,,,0,0,1,,,,outside window,2016,0,,,1,23,49,42,0,0,1,
FPS,3,100,,7,,2015,35,56,51,,,,0,0,1,,,,outside window,2016,0,,,1,8,53,52,0,0,1,
FPS,3,100,100,8,,2015,78,87,65,,,,0,0,1,,,,,2016,0,,,1,74,78,68,19,68,1,
FPS,3,100,100,9,,2015,45,47,37,,,,0,0,1,,,,,2016,0,,,1,58,53,47,0,16,1,
FPS,3,100,100,10,,2015,41,37,35,,,,0,0,1,,,,,2016,0,,,1,43,36,35,0,0,1,
FPS,3,150,,1,,2015,56,72,72,,,,76,19,1,,,,outside window ,2016,0,,,1,55,84,73,29,57,0.125,
FPS,3,150,150,2,,2015,61,69,38,,,,117,90,1,,,,,2016,0,,,1,66,77,50,28,103,0.125,
FPS,3,150,,3,,2015,68,80,71,,,,76,8,1,,,,outside window ,2016,0,,,1,67,71,51,57,76,0.5,
FPS,3,150,150,4,,2015,36,50,47,,,,0,0,1,,,,,2016,0,,,1,44,51,39,31,20,1,
FPS,3,150,150,5,,2015,29,37,31,,,,0,0,1,,,,,2016,0,,,1,36,44,40,67,32,1,
FPS,3,150,150,6,,2015,35,39,34,,,,0,0,1,,,,,2016,0,,,1,41,45,43,64,67,1,
FPS,3,150,,7,,2015,50,65,49,,,,26,14,1,,,,outside window,2016,0,,,1,49,78,62,81,52,0.5,
FPS,3,150,150,8,,2015,38,46,36,,,,0,0,1,,,,,2016,0,,,1,44,69,45,19,23,0.5,
FPS,3,150,150,9,,2015,38,36,31,,,,0,0,1,,,,,2016,0,,,1,41,48,89,0,0,1,
FPS,3,150,150,10,,2015,55,65,59,,,,4,0,1,,,,,2016,0,,,1,65,88,76,68,146,1,
FPS,3,200,,1,,2015,71,98,76,,,,37,11,1,,,,outside window ,2016,0,,,1,70,142,92,86,152,0.25,
FPS,3,200,200,2,,2015,67,101,91,,,,13,0,1,,,,,2016,0,,,1,69,107,103,88,135,0.125,
FPS,3,200,,3,,2015,73,101,96,,,,384,51,1,,,,outside window,2016,0,,,1,83,112,119,71,170,0.25,
FPS,3,200,,4,,2015,68,96,78,,,,27,1,1,,,,outside window,2016,0,,,1,77,104,100,32,195,0.25,
FPS,3,200,,5,,2015,115,162,121,,,,31,0,1,,,,outside window,2016,0,,,1,112,147,137,96,176,0.125,
FPS,3,200,,6,,2015,41,30,29,,,,0,0,1,,,,outside window,2016,0,,,1,43,33,30,6,15,1,
FPS,3,200,200,7,,2015,95,110,76,,,,11,3,1,,,,,2016,0,,,1,101,142,115,50,121,0.125,"tags on ground below plant, retagged based on gps and last year's data"
FPS,3,200,200,8,,2015,10,8,5,,,,0,0,1,,,,,2016,0,,,1,7,9,6,0,0,1,
FPS,3,200,205,9,,2015,117,131,69,,,,81,40,1,,,,,2016,0,,,1,120,149,89,103,131,0.125,"tags on ground below plant, retagged based on gps and last year's data"
FPS,3,200,205,10,,2015,40,21,17,,,,0,0,1,,,,,2016,0,,,1,46,27,18,0,0,1,
FPS,3,300,,1,,2015,52,96,80,,,,1,0,1,,,,outside window ,2016,0,,,1,65,111,100,37,76,0.125,
FPS,3,350,,1,,2015,122,188,140,,,,102,96,1,,,,outside window,2016,0,,,1,117,200,146,159,123,0.125,"plant 1-6 right on top of each other, difficult to distinguish"
FPS,3,350,,2,,2015,151,156,128,,,,59,6,1,,,,outside window,2016,0,,,1,149,194,100,102,107,0.125,"plant 1-6 right on top of each other, difficult to distinguish"
FPS,3,350,,3,,2015,133,144,47,,,,3,0,1,,,,"outside window; very difficult to measure, angle dimensions ",2016,0,,,1,147,161,126,49,64,0.25,"plant 1-6 right on top of each other, difficult to distinguish"
FPS,3,350,,4,,2015,71,43,31,,,,0,0,1,,,,outside window,2016,0,,,1,68,36,26,34,10,1,"plant 1-6 right on top of each other, difficult to distinguish"
FPS,3,350,,5,,2015,93,142,135,,,,85,26,1,,,,outside window (345-350),2016,0,,,1,93,146,128,124,350,0.25,"plant 1-6 right on top of each other, difficult to distinguish"
FPS,3,350,,6,,2015,124,162,134,,,,17,9,1,,,,outside window,2016,0,,,1,131,185,157,149,131,0.125,"plant 1-6 right on top of each other, difficult to distinguish"
FPS,3,350,,7,,2015,92,138,122,,,,7,0,1,,,,outside window ,2016,0,,,1,95,144,147,185,295,0.125,
FPS,3,450,455,1,,2015,93,156,127,,,,14,6,1,,,,outside window,2016,0,,,1,91,164,141,200,233,0.125,
FPS,3,450,455,2,,2015,101,140,131,,,,0,0,1,,,,outside window,2016,0,,,1,108,163,137,85,61,0.125,
FPS,3,450,,3,,2015,92,117,115,,,,0,0,1,,,,outside window,2016,0,,,1,93,132,112,145,116,0.125,
FPS,3,500,500,1,,2015,45,79,64,,,,0,0,1,,,,,2016,0,,,1,43,69,52,6,12,1,
FPS,3,500,,2,,2015,105,198,164,,,,0,0,1,,,,outside window,2016,0,,,1,112,197,184,184,198,0.125,
FPS,3,500,,3,,2015,86,122,98,,,,0,2,1,,,,outside window,2016,0,,,1,84,125,89,76,43,0.25,
FPS,3,550,550,1,,2015,91,146,137,,,,0,0,1,,,,,2016,0,,,1,94,152,149,87,104,0.125,
SLP,1,0,0,1,,2015,52,54,34,,,,0,0,1,,,,,2016,0,,,1,58,55,34,7,8,1,
SLP,1,0,0,2,,2015,50,63,47,,,,0,0,1,,,,,2016,0,,,1,56,61,50,2,18,1,
SLP,1,0,0,3,,2015,56,84,75,,,,17,2,1,,,,,2016,0,,,1,69,93,84,35,42,0.25,
SLP,1,0,0,4,,2015,51,89,76,,,,0,1,1,,,,,2016,0,,,1,60,96,83,2,55,0.5,
SLP,1,0,0,5,,2015,52,62,51,,,,0,0,1,,,,,2016,0,,,1,59,68,62,19,29,0.5,
SLP,1,0,0,6,,2015,79,85,84,,,,0,1,1,,,,,2016,0,,,1,83,100,93,2,15,1,
SLP,1,0,5,7,,2015,50,83,68,,,,0,0,1,,,,,2016,0,,,1,59,89,81,6,67,0.25,
SLP,1,0,5,8,,2015,84,94,70,,,,0,0,1,,,,,2016,0,,,1,84,100,85,4,78,0.25,
SLP,1,0,5,9,,2015,51,31,33,,,,0,0,1,,,,,2016,0,,,1,53,77,30,3,39,1,
SLP,1,0,5,10,,2015,34,53,43,,,,0,0,1,,,,,2016,0,,,1,40,58,44,1,51,1,this might be 2 plants ?? But measured as one
SLP,1,50,45,1,,2015,71,111,99,,,,0,0,1,,,,,2016,0,,,1,71,119,109,18,39,0.5,
SLP,1,50,45,2,,2015,59,83,79,,,,0,0,1,,,,,2016,0,,,1,62,97,86,12,63,0.5,
SLP,1,50,50,3,,2015,46,64,61,,,,0,0,1,,,,,2016,0,,,1,50,75,71,68,69,1,
SLP,1,50,50,4,,2015,59,101,79,,,,0,0,1,,,,,2016,0,,,1,63,115,82,14,37,0.25,
SLP,1,50,50,5,,2015,81,93,85,,,,13,4,1,,,,,2016,0,,,1,82,93,87,63,114,0.5,
SLP,1,50,55,6,,2015,54,91,76,,,,0,4,1,,,,,2016,0,,,1,62,89,78,20,45,0.5,
SLP,1,50,55,7,,2015,58,98,88,,,,0,0,1,,,,,2016,0,,,1,69,111,102,92,178,0.5,
SLP,1,50,55,8,,2015,62,121,79,,,,4,2,1,,,,,2016,0,,,1,69,128,124,9,103,0.125,"looks like it might be 2 plants, measured as 1"
SLP,1,50,55,9,,2015,62,67,68,,,,0,0,1,,,,,2016,0,,,1,83,112,78,18,52,0.2,
SLP,1,50,55,10,,2015,62,77,69,,,,22,10,1,,,,,2016,0,,,1,68,87,62,24,43,0.5,
SLP,1,100,105,1,,2015,48,98,72,,,,8,0,1,,,,,2016,0,,,1,53,116,91,98,72,0.125,
SLP,1,100,,2,,2015,56,81,79,,,,1,0,1,,,,,2016,0,,,1,66,99,85,15,159,0.25,
SLP,1,100,,3,,2015,99,160,146,,,,200,42,1,,,,,2016,0,,,1,102,169,136,94,103,0.125,
SLP,1,100,115,4,,2015,58,75,64,,,,106,11,1,,,,,2016,0,,,1,64,88,87,43,70,0.167,
SLP,1,100,115,5,,2015,82,98,91,,,,74,91,1,,,,,2016,0,,,1,83,111,103,68,62,0.125,
SLP,1,150,140,1,,2015,53,70,67,,,,6,0,1,,,,,2016,0,,,1,54,82,79,56,149,0.25,
SLP,1,150,160,2,,2015,72,120,117,,,,166,20,1,,,,,2016,0,,,1,76,133,125,76,126,0.125,
SLP,1,150,170,3,,2015,53,110,105,,,,80,13,1,,,,,2016,0,,,1,59,121,112,67,89,0.125,
SLP,1,250,240,1,,2015,79,166,146,,,,512,351,1,,,,,2016,0,,,1,91,192,189,66,257,0.125,
SLP,1,250,245,2,,2015,82,81,80,,,,130,158,1,,,,,2016,0,,,1,86,94,90,39,211,0.125,
SLP,1,250,,3,,2015,72,100,88,,,,33,37,1,,,,,2016,0,,,1,88,106,94,39,73,0.5,
SLP,1,250,,4,,2015,68,103,103,,,,123,159,1,,,,,2016,0,,,1,71,117,100,96,217,0.25,
SLP,1,300,295,1,,2015,31,33,28,,,,0,0,1,,,,,2016,0,,,1,37,36,28,0,0,1,
SLP,1,300,295,2,,2015,62,82,76,,,,0,0,1,,,,,2016,0,,,1,65,90,83,16,41,0.25,
SLP,1,300,300,3,,2015,61,91,78,,,,0,0,1,,,,,2016,0,,,1,55,96,89,21,53,0.125,
SLP,1,300,300,4,,2015,68,94,73,,,,0,19,1,,,,,2016,0,,,1,73,87,86,25,132,0.125,
SLP,1,300,300,5,,2015,56,89,82,,,,0,6,1,,,,,2016,0,,,1,64,102,98,6,104,0.25,
SLP,1,350,350,1,,2015,64,107,93,,,,1,0,1,,,,,2016,0,,,1,71,109,95,7,44,0.5,
SLP,1,350,350,2,,2015,57,81,80,,,,1,0,1,,,,,2016,0,,,1,66,85,80,11,19,0.5,
SLP,1,350,345,3,,2015,46,98,89,,,,3,0,1,,,,,2016,0,,,1,66,119,110,87,85,0.25,
SLP,1,350,345,4,,2015,38,44,39,,,,0,0,1,,,,,2016,0,,,1,44,53,45,26,39,0.5,
SLP,1,350,340,5,,2015,52,79,67,,,,0,0,1,,,,,2016,0,,,1,58,82,68,9,40,0.25,
SLP,1,350,355,6,,2015,75,100,96,,,,52,2,1,,,,,2016,0,,,1,75,114,106,64,135,0.125,
SLP,1,450,435,1,,2015,41,55,47,,,,0,0,1,,,,,2016,0,,,1,45,67,55,38,28,0.25,
SLP,1,450,435,2,,2015,34,50,44,,,,0,4,1,,,,,2016,0,,,1,36,58,52,47,69,0.25,
SLP,1,450,440,3,,2015,15,22,19,,,,0,0,1,,,,,2016,0,,,1,18,27,25,0,0,1,
SLP,1,450,445,4,,2015,58,98,83,,,,30,18,1,,,,,2016,0,,,1,59,117,87,121,88,0.125,
SLP,1,450,445,5,,2015,49,75,71,,,,0,0,1,,,,,2016,0,,,1,58,95,84,7,10,0.5,
SLP,2,0,0,1,,2015,38,76,69,,,,0,0,1,,,,,2016,0,,,1,46,80,76,0,2,1,
SLP,2,0,0,2,,2015,42,60,51,,,,0,0,1,,,,,2016,0,,,1,43,65,48,0,0,1,
SLP,2,0,0,3,,2015,71,86,72,,,,0,0,1,,,,,2016,0,,,1,58,91,79,6,81,1,
SLP,2,0,0,4,,2015,48,65,74,,,,0,0,1,,,,,2016,0,,,1,53,92,77,4,26,1,enveloped in a grass
SLP,2,0,0,5,,2015,34,57,43,,,,0,0,1,,,,,2016,0,,,1,33,52,35,0,2,1,enveloped in a grass
SLP,2,0,0,6,,2015,56,62,43,,,,1,0,1,,,,,2016,0,,,1,55,69,47,13,59,0.25,
